"Jahr";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Anzahl Einwohner"
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"06 - 09 Jahre";223
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"10 - 14 Jahre";243
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"15 - 17 Jahre";117
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"18 - 24 Jahre";327
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"25 - 29 Jahre";420
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";1334
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";1147
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";292
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";511
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";478
"";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";108
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"00 - 02 Jahre";349
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"03 - 05 Jahre";364
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"06 - 09 Jahre";460
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"10 - 14 Jahre";498
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"15 - 17 Jahre";291
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"18 - 24 Jahre";469
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"25 - 29 Jahre";507
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"30 - 44 Jahre";2249
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"45 - 59 Jahre";2163
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"60 - 64 Jahre";533
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"65 - 74 Jahre";1067
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"75 - 84 Jahre";987
"";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"85 Jahre u.älter";283
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"00 - 02 Jahre";511
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"03 - 05 Jahre";443
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"06 - 09 Jahre";522
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"10 - 14 Jahre";511
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"15 - 17 Jahre";292
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"18 - 24 Jahre";872
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"25 - 29 Jahre";1207
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"30 - 44 Jahre";3519
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"45 - 59 Jahre";2268
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"60 - 64 Jahre";564
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"65 - 74 Jahre";915
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"75 - 84 Jahre";803
"";"25 Pieschen-N/Trachenberge";"StB 2 Pieschen";"StB 2 Pieschen";"04 Leipziger Vorstadt, Pieschen";"85 Jahre u.älter";314
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";437
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";445
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";615
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";710
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";387
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";690
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";677
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";2799
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";3208
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";884
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";1681
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";1465
"";"31 Klotzsche";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";470
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";174
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";191
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";281
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";330
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";193
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";224
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";173
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";1134
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";1597
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";477
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";737
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";632
"";"32 Hellerau/Wilschdorf";"StB 3 Klotzsche/nördliche Ortschaften";"StB 3 Klotzsche";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";171
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";156
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";195
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";304
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";324
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";163
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";201
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";170
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";1017
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";1671
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";455
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";654
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";527
"";"35 Weixdorf";"StB 3 Klotzsche/nördliche Ortschaften";"OS Weixdorf";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";150
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";116
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";136
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";189
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";235
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";132
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";164
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";92
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";734
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";924
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";255
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";380
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";417
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Langebrück";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";139
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"00 - 02 Jahre";16
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"03 - 05 Jahre";17
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"06 - 09 Jahre";33
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"10 - 14 Jahre";32
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"15 - 17 Jahre";18
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"18 - 24 Jahre";22
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"25 - 29 Jahre";10
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"30 - 44 Jahre";93
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"45 - 59 Jahre";126
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"60 - 64 Jahre";51
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"65 - 74 Jahre";46
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"75 - 84 Jahre";33
"";"36 Langebrück/Schönborn";"StB 3 Klotzsche/nördliche Ortschaften";"OS Schönborn";"06 StB Klotzsche und nördliche OS";"85 Jahre u.älter";7
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";179
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";164
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";241
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";313
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";198
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";210
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";207
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";1030
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1431
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";345
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";599
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";556
"";"41 Loschwitz/Wachwitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";155
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";372
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";381
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";583
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";676
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";366
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";419
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";348
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";2212
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";2560
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";603
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";1261
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";1291
"";"42 Bühlau/Weißer Hirsch";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";434
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";60
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";74
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";143
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";162
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";96
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";158
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";99
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";506
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";847
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";246
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";420
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";412
"";"43 Hosterwitz/Pillnitz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"StB 4 Loschwitz";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";143
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";129
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";167
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";208
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";277
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";161
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";242
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"25 - 29 Jahre";263
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"30 - 44 Jahre";1092
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"45 - 59 Jahre";1326
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"60 - 64 Jahre";396
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"65 - 74 Jahre";708
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"75 - 84 Jahre";568
"";"45 Weißig";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"85 Jahre u.älter";188
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"00 - 02 Jahre";96
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"03 - 05 Jahre";145
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"06 - 09 Jahre";185
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"10 - 14 Jahre";237
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"15 - 17 Jahre";128
"";"46 Gönnsdorf/Pappritz";"StB 4 Loschwitz/OS Schönfeld-Weißig";"OS Schönfeld-Weißig";"07 StB Loschwitz und OS Schönfeld-Weißig";"18 - 24 Jahre";195
