"Jahr";"Quartal";"Monat";"Wirtschaftszweig 2-Steller";"Auftragseingang insgesamt (in 1000 Euro)";"Auftragseingang Ausland (in 1000 Euro)";"Auftragseingang Eurozone (in 1000 Euro)";"Umsatz insgesamt aus Auftragseingang (in 1000 Euro)";"Umsazu Ausland aus Auftragseingang (in 1000 Euro)";"Umsatz Eurozone aus Auftragseingang (in 1000 Euro)"
"2016";"2. Quartal";"04";"27-Herst. von elektrischen Ausrüstungen";27164;7379;1275;20104;8821;2242
"2016";"2. Quartal";"04";"28-Maschinenbau";40947;23709;4737;44166;30817;3092
"2016";"2. Quartal";"04";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"2. Quartal";"05";"";438873;285852;165430;346055;204131;132709
"2016";"2. Quartal";"05";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"2. Quartal";"05";"20-Herst. von chemischen Erzeugnissen";6219;2392;1830;6135;2388;1707
"2016";"2. Quartal";"05";"21-Herst. von pharmazeutischen Erzeugnissen";23276;0;0;24404;0;0
"2016";"2. Quartal";"05";"25-Herst. von Metallerzeugnissen";8136;840;525;7876;996;677
"2016";"2. Quartal";"05";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";237259;158356;138895;202084;121633;105276
"2016";"2. Quartal";"05";"27-Herst. von elektrischen Ausrüstungen";18031;7244;1149;28735;0;0
"2016";"2. Quartal";"05";"28-Maschinenbau";101881;82364;6390;41000;28799;2961
"2016";"2. Quartal";"05";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"2. Quartal";"06";"";362466;222157;161009;403385;259136;176535
"2016";"2. Quartal";"06";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"2. Quartal";"06";"20-Herst. von chemischen Erzeugnissen";0;0;0;6293;2685;1614
"2016";"2. Quartal";"06";"21-Herst. von pharmazeutischen Erzeugnissen";24089;0;0;25814;0;0
"2016";"2. Quartal";"06";"25-Herst. von Metallerzeugnissen";9762;1922;1031;14123;902;566
"2016";"2. Quartal";"06";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";225425;0;0;233289;0;0
"2016";"2. Quartal";"06";"27-Herst. von elektrischen Ausrüstungen";26654;12788;2156;31564;0;0
"2016";"2. Quartal";"06";"28-Maschinenbau";57826;30730;2851;64373;48725;5459
"2016";"2. Quartal";"06";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"3. Quartal";"07";"";419492;228683;186849;297402;163171;110378
"2016";"3. Quartal";"07";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"3. Quartal";"07";"20-Herst. von chemischen Erzeugnissen";0;0;0;5948;2603;1758
"2016";"3. Quartal";"07";"25-Herst. von Metallerzeugnissen";8422;0;0;9275;0;0
"2016";"3. Quartal";"07";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";256297;0;0;179422;0;0
"2016";"3. Quartal";"07";"27-Herst. von elektrischen Ausrüstungen";25600;12954;2115;21924;12040;1876
"2016";"3. Quartal";"07";"28-Maschinenbau";24896;14065;3235;38196;23625;4190
"2016";"3. Quartal";"07";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"3. Quartal";"08";"";397506;258125;188850;357280;210569;163624
"2016";"3. Quartal";"08";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"3. Quartal";"08";"20-Herst. von chemischen Erzeugnissen";0;0;0;6317;2503;1348
"2016";"3. Quartal";"08";"21-Herst. von pharmazeutischen Erzeugnissen";24906;0;0;24538;0;0
"2016";"3. Quartal";"08";"25-Herst. von Metallerzeugnissen";10254;924;572;9086;1303;940
"2016";"3. Quartal";"08";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";261139;0;0;239450;0;0
"2016";"3. Quartal";"08";"27-Herst. von elektrischen Ausrüstungen";19367;6892;2881;17407;6945;1163
"2016";"3. Quartal";"08";"28-Maschinenbau";67700;51599;4514;37028;23017;4155
"2016";"3. Quartal";"08";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"3. Quartal";"09";"";419395;280134;194867;432016;282184;190500
"2016";"3. Quartal";"09";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"3. Quartal";"09";"20-Herst. von chemischen Erzeugnissen";0;0;0;8113;2834;1957
"2016";"3. Quartal";"09";"21-Herst. von pharmazeutischen Erzeugnissen";24029;0;0;25186;0;0
"2016";"3. Quartal";"09";"25-Herst. von Metallerzeugnissen";10750;1541;874;9895;1653;1234
"2016";"3. Quartal";"09";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";262719;180120;158886;264548;0;0
"2016";"3. Quartal";"09";"27-Herst. von elektrischen Ausrüstungen";29729;11432;1534;23445;8187;1984
"2016";"3. Quartal";"09";"28-Maschinenbau";69732;56045;6905;66947;50670;2903
"2016";"3. Quartal";"09";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"4. Quartal";"0 ";"21-Herst. von pharmazeutischen Erzeugnissen";24380;0;0;24455;0;0
"2016";"4. Quartal";"10";"";392592;231301;180734;342785;190574;137547
"2016";"4. Quartal";"10";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"4. Quartal";"10";"20-Herst. von chemischen Erzeugnissen";6077;2401;1740;6906;2483;1934
"2016";"4. Quartal";"10";"21-Herst. von pharmazeutischen Erzeugnissen";31916;0;0;31127;0;0
"2016";"4. Quartal";"10";"25-Herst. von Metallerzeugnissen";14994;1984;1706;7993;1039;789
"2016";"4. Quartal";"10";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";238381;0;0;197211;0;0
"2016";"4. Quartal";"10";"27-Herst. von elektrischen Ausrüstungen";31147;7474;859;22560;9828;1613
"2016";"4. Quartal";"10";"28-Maschinenbau";58007;29456;4717;54355;27300;3228
"2016";"4. Quartal";"10";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"4. Quartal";"11";"";434193;280101;187024;440429;281533;216273
"2016";"4. Quartal";"11";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"4. Quartal";"11";"20-Herst. von chemischen Erzeugnissen";7829;2554;1885;7638;2694;1983
"2016";"4. Quartal";"11";"21-Herst. von pharmazeutischen Erzeugnissen";0;0;0;0;0;0
"2016";"4. Quartal";"11";"25-Herst. von Metallerzeugnissen";10661;1513;790;10188;2148;1125
"2016";"4. Quartal";"11";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";244922;0;0;268795;0;0
"2016";"4. Quartal";"11";"27-Herst. von elektrischen Ausrüstungen";22660;6968;915;26215;11109;1046
"2016";"4. Quartal";"11";"28-Maschinenbau";84015;65488;4758;65907;39494;8664
"2016";"4. Quartal";"11";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2016";"4. Quartal";"12";"";405948;256887;203260;417741;262778;179311
"2016";"4. Quartal";"12";"13-Herst. von Textilien";0;0;0;0;0;0
"2016";"4. Quartal";"12";"20-Herst. von chemischen Erzeugnissen";6311;2202;1482;6478;2088;1460
"2016";"4. Quartal";"12";"21-Herst. von pharmazeutischen Erzeugnissen";0;0;0;36456;0;0
"2016";"4. Quartal";"12";"25-Herst. von Metallerzeugnissen";14201;0;0;9655;0;0
"2016";"4. Quartal";"12";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";254780;0;0;224061;0;0
"2016";"4. Quartal";"12";"27-Herst. von elektrischen Ausrüstungen";22356;7589;1005;28060;10943;2798
"2016";"4. Quartal";"12";"28-Maschinenbau";54811;26910;5827;90140;65588;10846
"2016";"4. Quartal";"12";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"1. Quartal";"01";"";425117;284663;158525;346319;204766;155608
"2017";"1. Quartal";"01";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"1. Quartal";"01";"20-Herst. von chemischen Erzeugnissen";5936;2720;1742;5691;2385;1574
"2017";"1. Quartal";"01";"21-Herst. von pharmazeutischen Erzeugnissen";23168;0;0;24776;0;0
"2017";"1. Quartal";"01";"25-Herst. von Metallerzeugnissen";9521;708;481;8863;1225;946
"2017";"1. Quartal";"01";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";235774;161702;132171;223498;0;0
"2017";"1. Quartal";"01";"27-Herst. von elektrischen Ausrüstungen";26553;11502;1016;24423;10802;1033
"2017";"1. Quartal";"01";"28-Maschinenbau";98535;84546;3509;30473;19207;3005
"2017";"1. Quartal";"01";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"1. Quartal";"02";"";368715;221592;178581;342285;188987;147039
"2017";"1. Quartal";"02";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"1. Quartal";"02";"20-Herst. von chemischen Erzeugnissen";6275;2348;1715;6258;2559;1692
"2017";"1. Quartal";"02";"21-Herst. von pharmazeutischen Erzeugnissen";23406;0;0;26593;0;0
"2017";"1. Quartal";"02";"25-Herst. von Metallerzeugnissen";9608;1604;1375;12715;1182;944
"2017";"1. Quartal";"02";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";229658;0;0;210185;0;0
"2017";"1. Quartal";"02";"27-Herst. von elektrischen Ausrüstungen";21375;4673;1132;21886;10055;3182
"2017";"1. Quartal";"02";"28-Maschinenbau";51258;39689;18704;33437;17334;2912
"2017";"1. Quartal";"02";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"1. Quartal";"02";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"1. Quartal";"03";"";431694;227034;168308;417555;239900;178505
"2017";"1. Quartal";"03";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"1. Quartal";"03";"20-Herst. von chemischen Erzeugnissen";8027;3946;2155;7025;3124;2073
"2017";"1. Quartal";"03";"21-Herst. von pharmazeutischen Erzeugnissen";25802;0;0;27364;0;0
"2017";"1. Quartal";"03";"25-Herst. von Metallerzeugnissen";11199;928;603;10321;1407;1042
"2017";"1. Quartal";"03";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";255926;159085;138910;264459;172358;146889
"2017";"1. Quartal";"03";"27-Herst. von elektrischen Ausrüstungen";34222;15889;1727;27893;12904;2482
"2017";"1. Quartal";"03";"28-Maschinenbau";49892;22176;3172;50228;24959;3816
"2017";"1. Quartal";"03";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"1. Quartal";"03";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"2. Quartal";"04";"";451671;290926;160082;354343;201607;141172
"2017";"2. Quartal";"04";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"2. Quartal";"04";"20-Herst. von chemischen Erzeugnissen";6880;3023;1952;7160;3136;2088
"2017";"2. Quartal";"04";"21-Herst. von pharmazeutischen Erzeugnissen";23867;0;0;23948;0;0
"2017";"2. Quartal";"04";"25-Herst. von Metallerzeugnissen";9391;0;0;8853;0;0
"2017";"2. Quartal";"04";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";229711;0;0;208796;0;0
"2017";"2. Quartal";"04";"27-Herst. von elektrischen Ausrüstungen";18952;0;0;21902;0;0
"2017";"2. Quartal";"04";"28-Maschinenbau";98036;84006;6531;35559;21480;3928
"2017";"2. Quartal";"04";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"2. Quartal";"04";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"2. Quartal";"05";"";439066;266905;173792;382759;219675;142426
"2017";"2. Quartal";"05";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"2. Quartal";"05";"20-Herst. von chemischen Erzeugnissen";6859;2926;2107;7209;3040;2010
"2017";"2. Quartal";"05";"21-Herst. von pharmazeutischen Erzeugnissen";26816;0;0;27576;0;0
"2017";"2. Quartal";"05";"25-Herst. von Metallerzeugnissen";11199;1618;1303;10436;1418;1044
"2017";"2. Quartal";"05";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";248659;0;0;206189;0;0
"2017";"2. Quartal";"05";"27-Herst. von elektrischen Ausrüstungen";18564;8190;4347;26317;13385;2062
"2017";"2. Quartal";"05";"28-Maschinenbau";68438;44478;6512;51758;33075;5904
"2017";"2. Quartal";"05";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"2. Quartal";"05";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"2. Quartal";"06";"";483866;306036;225722;346302;183257;102263
"2017";"2. Quartal";"06";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"2. Quartal";"06";"20-Herst. von chemischen Erzeugnissen";5906;3028;1925;6213;3343;2128
"2017";"2. Quartal";"06";"21-Herst. von pharmazeutischen Erzeugnissen";25219;0;0;26591;0;0
"2017";"2. Quartal";"06";"25-Herst. von Metallerzeugnissen";11652;2301;993;12296;3324;3115
"2017";"2. Quartal";"06";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";258552;0;0;175078;0;0
"2017";"2. Quartal";"06";"27-Herst. von elektrischen Ausrüstungen";28135;11104;2571;19804;7361;2362
"2017";"2. Quartal";"06";"28-Maschinenbau";64417;43763;5218;63915;41968;8870
"2017";"2. Quartal";"06";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"2. Quartal";"06";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"3. Quartal";"07";"";436700;281029;204409;375805;202024;146406
"2017";"3. Quartal";"07";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"3. Quartal";"07";"20-Herst. von chemischen Erzeugnissen";6240;2450;1619;5875;2466;1682
"2017";"3. Quartal";"07";"21-Herst. von pharmazeutischen Erzeugnissen";21751;0;0;26976;0;0
"2017";"3. Quartal";"07";"25-Herst. von Metallerzeugnissen";9376;0;0;23764;0;0
"2017";"3. Quartal";"07";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";278064;0;0;213040;0;0
"2017";"3. Quartal";"07";"27-Herst. von elektrischen Ausrüstungen";26264;7078;1454;15990;5798;2658
"2017";"3. Quartal";"07";"28-Maschinenbau";59378;33940;7168;44501;21623;7352
"2017";"3. Quartal";"07";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"3. Quartal";"07";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"3. Quartal";"08";"";460580;281778;199480;407599;237451;164854
"2017";"3. Quartal";"08";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"3. Quartal";"08";"20-Herst. von chemischen Erzeugnissen";8345;3064;2188;6507;2977;1932
"2017";"3. Quartal";"08";"21-Herst. von pharmazeutischen Erzeugnissen";25396;0;0;27791;0;0
"2017";"3. Quartal";"08";"25-Herst. von Metallerzeugnissen";10905;1931;1532;12523;1240;887
"2017";"3. Quartal";"08";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";272467;0;0;231997;0;0
"2017";"3. Quartal";"08";"27-Herst. von elektrischen Ausrüstungen";25321;5637;1715;21882;7283;2758
"2017";"3. Quartal";"08";"28-Maschinenbau";55611;38028;4070;53139;28082;4921
"2017";"3. Quartal";"08";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"3. Quartal";"08";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"3. Quartal";"09";"";533971;386043;255535;421160;252939;147624
"2017";"3. Quartal";"09";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"3. Quartal";"09";"20-Herst. von chemischen Erzeugnissen";7029;2556;1834;8454;2773;1993
"2017";"3. Quartal";"09";"21-Herst. von pharmazeutischen Erzeugnissen";23276;0;0;28444;0;0
"2017";"3. Quartal";"09";"25-Herst. von Metallerzeugnissen";11634;0;0;10880;0;0
"2017";"3. Quartal";"09";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";271601;200461;169491;219260;143541;111755
"2017";"3. Quartal";"09";"27-Herst. von elektrischen Ausrüstungen";17927;7795;2914;35568;0;0
"2017";"3. Quartal";"09";"28-Maschinenbau";102680;86114;7328;54520;31074;3373
"2017";"3. Quartal";"09";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"3. Quartal";"09";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"4. Quartal";"10";"";424106;262428;185396;338860;193271;123190
"2017";"4. Quartal";"10";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"4. Quartal";"10";"20-Herst. von chemischen Erzeugnissen";8013;3149;1985;8049;2858;1503
"2017";"4. Quartal";"10";"21-Herst. von pharmazeutischen Erzeugnissen";32289;0;0;31154;0;0
"2017";"4. Quartal";"10";"25-Herst. von Metallerzeugnissen";9166;0;0;9980;0;0
"2017";"4. Quartal";"10";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";241697;169015;138872;175203;103470;80592
"2017";"4. Quartal";"10";"27-Herst. von elektrischen Ausrüstungen";24276;10294;2250;18282;10209;4533
"2017";"4. Quartal";"10";"28-Maschinenbau";64128;34753;4884;55410;36956;3974
"2017";"4. Quartal";"10";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"4. Quartal";"10";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"4. Quartal";"11";"";433270;281694;184290;442195;265697;161488
"2017";"4. Quartal";"11";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"4. Quartal";"11";"20-Herst. von chemischen Erzeugnissen";8085;2761;1870;7741;2733;1895
"2017";"4. Quartal";"11";"21-Herst. von pharmazeutischen Erzeugnissen";0;0;0;35832;0;0
"2017";"4. Quartal";"11";"25-Herst. von Metallerzeugnissen";13985;1523;1077;10661;1320;988
"2017";"4. Quartal";"11";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";244582;161653;132385;218272;134402;108753
"2017";"4. Quartal";"11";"27-Herst. von elektrischen Ausrüstungen";26353;8489;2513;21238;9556;2643
"2017";"4. Quartal";"11";"28-Maschinenbau";72526;57837;8102;70396;46179;9087
"2017";"4. Quartal";"11";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"4. Quartal";"11";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2017";"4. Quartal";"12";"";432001;229878;159555;701575;523556;368549
"2017";"4. Quartal";"12";"13-Herst. von Textilien";0;0;0;0;0;0
"2017";"4. Quartal";"12";"20-Herst. von chemischen Erzeugnissen";5561;2401;1479;6286;2615;1241
"2017";"4. Quartal";"12";"21-Herst. von pharmazeutischen Erzeugnissen";19756;0;0;21110;0;0
"2017";"4. Quartal";"12";"25-Herst. von Metallerzeugnissen";10659;1299;959;14140;1209;880
"2017";"4. Quartal";"12";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";230167;0;0;457345;0;0
"2017";"4. Quartal";"12";"27-Herst. von elektrischen Ausrüstungen";25171;6641;2958;25307;9524;1196
"2017";"4. Quartal";"12";"28-Maschinenbau";60221;30760;6983;133963;108357;6835
"2017";"4. Quartal";"12";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2017";"4. Quartal";"12";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"1. Quartal";"01";"";424222;252014;166431;301726;129789;71646
"2018";"1. Quartal";"01";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"1. Quartal";"01";"20-Herst. von chemischen Erzeugnissen";6547;3027;2110;6148;2837;2003
"2018";"1. Quartal";"01";"21-Herst. von pharmazeutischen Erzeugnissen";23562;0;0;27583;0;0
"2018";"1. Quartal";"01";"25-Herst. von Metallerzeugnissen";14019;1626;1179;13495;1490;915
"2018";"1. Quartal";"01";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";242267;153432;127326;137161;54422;30679
"2018";"1. Quartal";"01";"27-Herst. von elektrischen Ausrüstungen";26364;13080;2778;16833;6415;3712
"2018";"1. Quartal";"01";"28-Maschinenbau";62404;36836;3051;41442;18107;3202
"2018";"1. Quartal";"01";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"1. Quartal";"01";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"1. Quartal";"02";"";402611;235108;161628;374430;217416;132468
"2018";"1. Quartal";"02";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"1. Quartal";"02";"20-Herst. von chemischen Erzeugnissen";6873;2545;1864;6150;2469;1140
"2018";"1. Quartal";"02";"21-Herst. von pharmazeutischen Erzeugnissen";23793;0;0;26269;0;0
"2018";"1. Quartal";"02";"25-Herst. von Metallerzeugnissen";12331;1908;1142;10607;1485;1057
"2018";"1. Quartal";"02";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";235118;157921;126631;196145;118055;96421
"2018";"1. Quartal";"02";"27-Herst. von elektrischen Ausrüstungen";25432;8177;917;17683;8297;1633
"2018";"1. Quartal";"02";"28-Maschinenbau";45937;22692;3789;62229;44116;4260
"2018";"1. Quartal";"02";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"1. Quartal";"02";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"1. Quartal";"03";"";447070;264811;169295;512575;346261;232686
"2018";"1. Quartal";"03";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"1. Quartal";"03";"20-Herst. von chemischen Erzeugnissen";6628;3062;2017;7005;2940;1601
"2018";"1. Quartal";"03";"21-Herst. von pharmazeutischen Erzeugnissen";24044;0;0;27085;0;0
"2018";"1. Quartal";"03";"25-Herst. von Metallerzeugnissen";11725;1283;685;10051;1901;1252
"2018";"1. Quartal";"03";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";245913;156563;129762;307634;0;0
"2018";"1. Quartal";"03";"27-Herst. von elektrischen Ausrüstungen";28092;10768;1592;20673;7734;2733
"2018";"1. Quartal";"03";"28-Maschinenbau";72320;51426;9940;69648;52216;5541
"2018";"1. Quartal";"03";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"1. Quartal";"03";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"2. Quartal";"04";"";403991;244772;180671;378199;210586;105588
"2018";"2. Quartal";"04";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"2. Quartal";"04";"20-Herst. von chemischen Erzeugnissen";6077;2446;1518;6008;2560;1322
"2018";"2. Quartal";"04";"21-Herst. von pharmazeutischen Erzeugnissen";20517;0;0;21959;0;0
"2018";"2. Quartal";"04";"25-Herst. von Metallerzeugnissen";9234;0;0;9646;0;0
"2018";"2. Quartal";"04";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";246432;161076;134339;180927;91774;66169
"2018";"2. Quartal";"04";"27-Herst. von elektrischen Ausrüstungen";22103;11592;6500;24283;10955;939
"2018";"2. Quartal";"04";"28-Maschinenbau";49605;27500;14022;70076;51608;8889
"2018";"2. Quartal";"04";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"2. Quartal";"04";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"2. Quartal";"05";"";426924;267976;182378;419374;266118;178098
"2018";"2. Quartal";"05";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"2. Quartal";"05";"20-Herst. von chemischen Erzeugnissen";6361;2928;1995;6469;3021;2099
"2018";"2. Quartal";"05";"21-Herst. von pharmazeutischen Erzeugnissen";22636;0;0;25425;0;0
"2018";"2. Quartal";"05";"25-Herst. von Metallerzeugnissen";10508;0;0;9166;0;0
"2018";"2. Quartal";"05";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";243174;165196;136208;240790;163669;135729
"2018";"2. Quartal";"05";"27-Herst. von elektrischen Ausrüstungen";26741;13075;3458;20126;7095;1747
"2018";"2. Quartal";"05";"28-Maschinenbau";58381;35098;11261;40749;21869;2953
"2018";"2. Quartal";"05";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"2. Quartal";"05";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"2. Quartal";"06";"";495156;331485;172952;519334;353613;188117
"2018";"2. Quartal";"06";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"2. Quartal";"06";"20-Herst. von chemischen Erzeugnissen";6369;3087;1906;6356;3082;1943
"2018";"2. Quartal";"06";"21-Herst. von pharmazeutischen Erzeugnissen";23552;0;0;26589;0;0
"2018";"2. Quartal";"06";"25-Herst. von Metallerzeugnissen";13321;0;0;10296;0;0
"2018";"2. Quartal";"06";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";253154;168205;135008;252536;171775;136453
"2018";"2. Quartal";"06";"27-Herst. von elektrischen Ausrüstungen";23859;6264;1349;23706;8925;2008
"2018";"2. Quartal";"06";"28-Maschinenbau";139286;120223;8680;114825;97767;5537
"2018";"2. Quartal";"06";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"2. Quartal";"06";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"3. Quartal";"07";"";390438;219504;149480;350882;196185;113664
"2018";"3. Quartal";"07";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"3. Quartal";"07";"20-Herst. von chemischen Erzeugnissen";7108;3744;2448;6650;3267;2137
"2018";"3. Quartal";"07";"21-Herst. von pharmazeutischen Erzeugnissen";23694;0;0;25635;0;0
"2018";"3. Quartal";"07";"25-Herst. von Metallerzeugnissen";19843;0;0;10357;0;0
"2018";"3. Quartal";"07";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";224656;141240;115175;187854;107709;81087
"2018";"3. Quartal";"07";"27-Herst. von elektrischen Ausrüstungen";24283;5201;2088;21223;5806;2509
"2018";"3. Quartal";"07";"28-Maschinenbau";36209;23991;6297;52413;35964;3967
"2018";"3. Quartal";"07";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"3. Quartal";"07";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"3. Quartal";"08";"";399924;234537;151032;485069;296809;184566
"2018";"3. Quartal";"08";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"3. Quartal";"08";"20-Herst. von chemischen Erzeugnissen";7677;2201;1573;5478;2210;1499
"2018";"3. Quartal";"08";"21-Herst. von pharmazeutischen Erzeugnissen";22645;0;0;26017;0;0
"2018";"3. Quartal";"08";"25-Herst. von Metallerzeugnissen";7983;1999;1782;7122;1340;1167
"2018";"3. Quartal";"08";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";221518;141920;112497;249307;165374;136269
"2018";"3. Quartal";"08";"27-Herst. von elektrischen Ausrüstungen";20060;6260;3207;25640;9749;2396
"2018";"3. Quartal";"08";"28-Maschinenbau";55707;28981;5487;71717;36336;4175
"2018";"3. Quartal";"08";"29-Herst. von Kraftwagen und Kraftwagenteilen";0;0;0;0;0;0
"2018";"3. Quartal";"08";"30-Sonstiger Fahrzeugbau";0;0;0;0;0;0
"2018";"3. Quartal";"09";"";387816;236243;158642;521341;334897;229723
"2018";"3. Quartal";"09";"13-Herst. von Textilien";0;0;0;0;0;0
"2018";"3. Quartal";"09";"20-Herst. von chemischen Erzeugnissen";5578;2204;1589;6122;2499;1732
"2018";"3. Quartal";"09";"21-Herst. von pharmazeutischen Erzeugnissen";21257;0;0;23973;0;0
"2018";"3. Quartal";"09";"25-Herst. von Metallerzeugnissen";6849;0;0;13206;0;0
"2018";"3. Quartal";"09";"26-Herst. DVgeräten,elektron.+opt. Erzeugnissen";221147;150317;119359;292163;0;0
"2018";"3. Quartal";"09";"27-Herst. von elektrischen Ausrüstungen";24527;0;0;30647;0;0
